world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp
301-400,Texas Tech University,120-140,,0,0,11.1,10,30.1,14
301-400,The Hong Kong Polytechnic University,04-May,,0,0,7.9,0,38.6,18.3
301-400,The Open University,31-36,,0,0,13.6,14.4,23.3,13
301-400,The University of Montana - Missoula,120-140,,8.9,0,11.1,17.1,16.6,16.7
301-400,The University of Texas at Dallas,120-140,,0,0,13.6,4.9,23.1,18
301-400,The University of Tokushima,14-24,,0,0,11.1,4.9,26.7,17.8
301-400,Tokyo Medical and Dental University,14-24,,0,0,7.9,7.3,26.9,23.2
301-400,Tokyo University of Agriculture and Technology,14-24,,0,0,7.9,6.7,25.7,21.2
301-400,University of Aberdeen,31-36,,0,0,0,16.3,32.8,15.5
301-400,University of Bath,31-36,,0,0,7.9,17.6,27.8,14.4
301-400,University of Bayreuth,24-33,,0,0,7.9,16.2,24.4,12.9
301-400,University of Bergen,3,,0,0,0,12.5,33.9,15.3
301-400,University of Bielefeld,24-33,,0,0,15.7,12.3,25.6,13.8
301-400,University of Cagliari,Oct-18,,0,0,11.1,8.5,22.5,12.8
301-400,University of Chile,1,,10.9,0,0,7.2,29.2,13.2
301-400,University of Duesseldorf,24-33,,0,0,7.9,9.2,32.6,14.8
301-400,University of Essex,31-36,,17.7,0,7.9,7.6,20.1,11.1
301-400,University of Ferrara,Oct-18,,0,0,7.9,4.8,27.3,16.4
301-400,University of Graz,03-Apr,,12.5,12.9,0,6,22.1,11.8
301-400,University of Greifswald,24-33,,0,9.1,7.9,8.6,22.8,11.6
301-400,University of Konstanz,24-33,,0,0,11.1,15.3,23.4,12.8
301-400,University of Lausanne,7,,0,0,0,18.5,28.2,17.9
301-400,University of Nebraska Medical Center,120-140,,0,0,15.7,6.2,20.9,11.4
301-400,University of Nevada - Reno,120-140,,0,0,7.9,14.7,24.5,15.2
301-400,University of New Hampshire - Durham,120-140,,0,0,15.7,13,24.7,17.1
301-400,University of Newcastle,10,,0,0,13.6,5.5,27.5,15.4
301-400,University of Oklahoma - Norman,120-140,,0,0,7.9,13.1,29.5,12.5
301-400,University of Otago,2,,0,0,11.1,11.8,31.8,15.1
301-400,University of Palermo,Oct-18,,0,0,13.6,6,25.7,10.8
301-400,University of Paris Dauphine (Paris 9),14-19,,0,27.3,7.9,0,10.5,12.9
301-400,University of Pavia,Oct-18,,0,0,7.9,10.4,31.7,16
301-400,University of Perugia,Oct-18,,0,0,7.9,9.2,29.2,14.8
301-400,University of Regensburg,24-33,,0,0,7.9,13.7,32,15.2
301-400,University of Rhode Island,120-140,,0,0,19.2,13.1,19.7,15.9
301-400,University of Roma - Tor Vergata,Oct-18,,0,0,0,7.4,34.3,16.1
301-400,University of Science and Technology of China,03-Jul,,0,0,0,10.5,40.1,16.9
301-400,University of the Mediterranean (Aix-Marseille 2),14-19,,0,0,13.6,15.5,24.7,13.7
301-400,University of the Witwatersrand,2,,25.1,0,0,7.5,26.1,13.8
301-400,University of Twente,10-Nov,,0,0,11.1,15,27.7,16.7
301-400,University of Ulm,24-33,,0,0,7.9,12.3,33.1,15.4
301-400,University of Valencia,4,,0,0,0,7.7,38.1,16.5
301-400,University of Warsaw,01-Feb,,17.7,0,0,8.1,35.1,16.2
301-400,University of Wyoming,120-140,,0,0,7.9,12.5,22.5,14.2
301-400,Utah State University,120-140,,0,0,7.9,13,23.7,13.7
301-400,Vienna University of Technology,03-Apr,,0,0,0,14.8,30.2,14.3
301-400,Waseda University,14-24,,0,0,11.1,6.4,29,13.5
301-400,Yamaguchi University,14-24,,0,0,15.7,5.2,23.9,16
301-400,Zhejiang University,03-Jul,,0,0,0,5.7,49.7,13.7
401-500,Aalto University,03-May,,0,0,0,11.4,28.6,13.1
401-500,Autonomous University of Barcelona,05-Sep,,0,0,0,3.3,35.4,15.1
401-500,Boston College,141-168,,0,0,7.9,8.6,21.7,12.7
401-500,Drexel University,141-168,,0,0,0,11.8,28.6,15.5
401-500,Ehime University,25-34,,0,0,7.9,8.7,23,14.5
401-500,Flinders University,Nov-14,,0,0,7.9,6.4,23.1,14.9
401-500,Florida International University,141-168,,0,0,7.9,7.8,24.1,13
401-500,Gifu University,25-34,,0,0,7.9,5.2,25.5,16.2
401-500,Hacettepe University,01-Feb,,0,0,0,1.6,32.4,13.8
401-500,Hannover Medical School,34-40,,0,0,0,7.2,27.9,12.2
401-500,Hanyang University,06-Aug,,0,0,0,1.6,35.3,15
401-500,Howard University,141-168,,15.4,0,7.9,8,18.7,9.6
401-500,Indian Institute of Technology Kharagpur,02-Mar,,0,0,11.1,4.9,24.5,11.6
401-500,Istanbul University,01-Feb,,0,0,0,2.5,31.1,13.3
401-500,Jilin University,8,,0,0,0,6.2,32.3,9.1
401-500,Juntendo University,25-34,,0,0,11.1,5.8,19.5,9.9
401-500,Kagoshima University,25-34,,0,0,7.9,6.4,24.1,13.8
401-500,Kent State University,141-168,,0,0,7.9,5.4,23,11.5
401-500,Korea University,06-Aug,,0,0,0,0,36.8,15.6
401-500,Kumamoto University,25-34,,0,0,0,8.5,27.2,16
401-500,Kyungpook National University,06-Aug,,0,0,0,4.9,30.4,13.1
401-500,La Trobe University,Nov-14,,0,0,7.9,8.3,24.2,12.2
401-500,Lehigh University,141-168,,0,0,11.1,5.4,21.6,15.9
401-500,Loyola University Chicago,141-168,,0,0,7.9,3.8,24.8,11.2
401-500,Massey University,03-May,,0,0,7.9,7.2,23.6,11
401-500,Medical College of Georgia,141-168,,0,0,7.9,9.2,21.7,10.6
401-500,Medical University of Graz,05-Jun,,0,11.2,11.1,3.8,17.5,9
401-500,Medical University of Innsbruck,05-Jun,,0,0,7.9,5.2,21.8,10.1
401-500,Memorial University of Newfoundland,20-23,,0,0,7.9,6.4,22,10.3
401-500,Michigan Technological University,141-168,,12.5,0,11.1,5.7,16,15.1
401-500,Montana State University - Bozeman,141-168,,0,0,7.9,7.6,21.6,10.3
401-500,Murdoch University,Nov-14,,0,0,11.1,4.1,19.1,14.6
401-500,Nara Institute of Science and Technology,25-34,,0,0,11.1,10,18.8,10.2
401-500,National Chiao Tung University,04-May,,0,0,0,0,33.7,18.5
401-500,National Yang Ming University,04-May,,0,0,0,5.6,27.4,19.5
401-500,New Jersey Institute of Technology,141-168,,0,0,7.9,7.3,18.4,13.8
401-500,New Mexico State University,141-168,,0,0,11.1,6.6,22.6,13.2
401-500,Northeastern University,141-168,,0,0,7.9,9.4,24.6,12.7
401-500,Northern Arizona University,141-168,,0,0,11.1,12,15.1,11
401-500,Old Dominion University,141-168,,0,0,11.1,6.2,18.1,11.9
401-500,Osaka City University,25-34,,0,0,0,8,28.7,12.7
401-500,Osaka Prefecture University,25-34,,0,0,11.1,2.2,25,11.6
401-500,Polytechnic University of Turin,19-23,,0,0,11.1,1.6,24.9,12.6
401-500,Polytechnic University of Valencia,05-Sep,,0,0,0,9.2,26.4,11.9
401-500,Saarland University,34-40,,0,0,0,9.6,27.8,12.5
401-500,Sao Paulo State University,4,,0,0,0,2.2,32,13.6
401-500,Southern Methodist University,141-168,,15.4,0,7.9,5.4,18.7,13.4
401-500,Swansea Univ,37-40,,0,0,7.9,6.4,22.4,10.4
401-500,The College of  William and Mary,141-168,,0,0,7.9,10.7,21.1,13.7
401-500,The Graduate University for Advanced Studies,25-34,,0,0,0,16.1,18.7,10.5
401-500,The Royal Veterinary and Agricultural University,5,,0,0,7.9,8.2,25.5,11.8
401-500,The University of Akron,141-168,,0,0,11.1,4.9,22.3,11.9
401-500,The University of Connecticut Health Center,141-168,,0,0,7.9,14.1,19.9,10.9
401-500,The University of Memphis,141-168,,0,0,7.9,6.5,21.1,10.4
401-500,Tokyo Metropolitan University,25-34,,0,0,7.9,10.1,24.2,11.6
401-500,University College Cork,02-Mar,,0,0,13.6,3.5,22.5,11.3
401-500,University College Dublin,02-Mar,,0,0,0,9,29.7,13.2
401-500,University of Bari,19-23,,0,0,0,2.2,31.5,13
401-500,University of Bradford,37-40,,0,0,11.1,5.9,19.8,10
401-500,University of Bremen,34-40,,0,0,0,14.8,25.5,12.5
401-500,University of Calcutta,02-Mar,,15.4,12.9,0,0,14.7,9.5
401-500,University of Canterbury,03-May,,0,0,7.9,5.4,23.9,10.9
401-500,University of Central Florida,141-168,,0,0,13.6,0,27,11.9
401-500,University of Duisburg-Essen,34-40,,0,0,0,7,31.1,13.6
401-500,University of Exeter,37-40,,0,0,0,11.6,29.3,13.4
401-500,University of Fribourg,8,,0,0,11.1,11.6,15.9,16.7
401-500,University of Giessen,34-40,,0,0,0,7.1,31.9,13.9
401-500,University of Granada,05-Sep,,0,0,0,6.5,31.8,13.8
401-500,University of Haifa,7,,0,0,7.9,5.2,26.4,11.9
401-500,University of Idaho,141-168,,0,0,7.9,6.7,22.5,13.5
401-500,University of Jena,34-40,,0,0,0,8.6,32.2,14.2
401-500,University of Jyvaskyla,03-May,,0,0,7.9,9,23.2,11.1
401-500,University of KwaZulu-Natal,03-Apr,,0,0,7.9,8.9,23.1,11
401-500,University of Lisbon,1,,0,9.1,0,3.8,24.3,11.1
401-500,University of Louisville,141-168,,0,0,0,8,31.2,15.6
401-500,University of Maastricht,12,,0,0,0,4.9,32.6,17.3
401-500,University of Maine,141-168,,0,0,7.9,10.6,19.5,13.6
401-500,"University of Maryland, Baltimore County",141-168,,0,0,11.1,8.6,20.4,14.9
401-500,University of Mississippi,141-168,,0,0,7.9,4.9,24.3,11
401-500,University of Oulu,03-May,,0,0,0,6.9,29.9,13
401-500,University of Parma,19-23,,0,0,0,7.8,27.9,13.6
401-500,University of Pretoria,03-Apr,,0,0,0,9.4,25.4,11.5
401-500,University of Provence (Aix-Marseille 1),20-21,,8.9,0,7.9,5.5,22,10.5
401-500,University of Quebec,20-23,,0,0,0,6.6,31.6,13.7
401-500,University of Rostock,34-40,,0,0,7.9,6,25,11.4
401-500,University of Sevilla,05-Sep,,0,0,0,8.7,30.7,13.6
401-500,University of Sherbrooke,20-23,,0,0,7.9,9.7,22.5,10.9
401-500,University of Siena,19-23,,0,0,0,6.9,27.1,16.6
401-500,University of Surrey,37-40,,0,0,0,6.4,30.2,13.1
401-500,University of Tasmania,Nov-14,,0,0,7.9,7.5,24.6,15.3
401-500,University of Tennessee Health Science Center,141-168,,0,0,7.9,2.2,25.3,11.3
401-500,University of Trieste,19-23,,0,0,0,7.8,27.6,15.4
401-500,University of Tromso,4,,0,0,11.1,4.6,21.8,10.6
401-500,University of Wisconsin - Milwaukee,141-168,,14,0,0,6.4,25.6,11.8
401-500,University of Wroclaw,3,,8.9,0,0,6.2,25.2,11.3
401-500,University of Zaragoza,05-Sep,,0,0,7.9,4.3,27.3,12.2
401-500,Victor Segalen Bordeaux 2 University,20-21,,0,0,7.9,12.6,21.2,11
401-500,Victoria University of Wellington,03-May,,15.4,0,0,8.1,22,11
401-500,Vrije University Brussel,7,,0,0,0,9.1,27.5,20.6
401-500,York University,20-23,,0,0,0,10.8,27.8,12.7
1,Harvard University,1,100,100,100,100,100,100,73.6
2,University of Cambridge,1,72.6,96.3,91.5,53.8,59.5,67.1,66.5
3,Stanford University,2,72.5,39.7,70.7,88.4,70,71.4,65.3
4,"University of California, Berkeley",3,72.1,70.6,74.5,70.5,72.2,71.9,53.1
5,Massachusetts Institute of Technology (MIT),4,69.7,72.9,80.6,66.6,66.4,62.2,53.6
6,California Institute of Technology,5,66,57.1,69.1,59.1,64.5,50.1,100
7,Columbia University,6,61.8,78.2,59.4,56,53.6,69.8,45.8
8,Princeton University,7,58.6,61.1,75.3,59.6,43.5,47.3,58
8,University of Chicago,7,58.6,72.9,80.2,49.9,43.7,54.1,41.8
10,University of Oxford,2,57.6,62,57.9,48,54.3,66,46
11,Yale University,9,55.9,50.3,43.6,59.1,56.6,63,49.3
12,Cornell University,10,54.1,44.9,51.3,56,48.4,65.2,40.1
13,"University of California, San Diego",11,50.5,17.1,34,59.6,54.8,65.6,47.1
14,"University of California, Los Angeles",12,50.4,26.4,32.1,57.6,47.5,77.3,34.9
15,University of Pennsylvania,13,50.1,34.2,34.4,57,41.7,73.6,40
16,University of Wisconsin - Madison,14,48.8,41.5,35.5,53.3,45.1,68.3,29.3
17,University of Washington,15,48.5,27.7,31.8,53.3,47.6,75.5,27.8
18,"University of California, San Francisco",16,47.7,0,36.8,55.5,54.8,61.1,48.2
19,The University of Tokyo,1,46.7,34.8,14.1,41.4,51.5,85.5,35.2
20,The Johns Hopkins University,17,46.6,49.5,27.8,40.7,52.2,68.8,25.3
21,University of Michigan - Ann Arbor,18,44.5,41.5,0,61.5,41.6,76.9,31.2
22,Kyoto University,2,43.9,38.3,33.4,36.9,36.2,72.4,31.7
23,"The Imperial College of Science, Technology and Medicine",3,43.4,20.1,37.4,40,39.7,64.2,40.2
24,University of Toronto,1,42.8,27.1,19.3,38.5,36.5,78.3,44.8
25,University of Illinois at Urbana-Champaign,19,42.5,40.1,36.6,45.5,33.6,57.7,26.3
26,University College London,4,42.2,29.6,32.2,38.5,43.2,60,33.4
27,Swiss Federal Institute of Technology Zurich,1,41.2,38.8,36.3,35.3,39.9,43.5,52.6
28,Washington University in St. Louis,20,40.4,24.2,26,37.7,45.6,55.3,40.4
29,New York University,21,38.4,36.8,24.5,42.8,34,54,26.4
30,Rockefeller University,22,38.3,21.8,58.6,28.8,44.8,24.1,38.4
31,Duke University,23,38.2,20.1,0,48,45.4,62.4,40.3
32,"University of Minnesota, Twin Cities",24,37.8,34.8,0,50.4,34.1,69.7,24.3
33,Northwestern University,25,37.6,21,18.9,44.9,33.6,57.1,36.7
34,University of Colorado at Boulder,26,36.4,16,30.8,40,37,46.4,30.1
35,"University of California, Santa Barbara",27,36.1,0,35.3,42.1,37,43.7,35.7
36,University of British Columbia,2,35.5,20.1,18.9,31.7,31.9,62.1,36.6
37,"University of Maryland, College Park",28,35.4,25,20,40,32.7,53.8,26.4
38,The University of Texas Southwestern Medical Center at Dallas,29,35.2,23.4,33.2,31.7,38.1,39.8,33.5
39,The University of Texas at Austin,30,34.9,21,16.7,48,28.3,55.4,21.8
40,Utrecht University,1,33.4,29.6,20.9,28.8,27.5,57.3,26.9
41,Vanderbilt University,31,33.2,12.1,29.6,32.6,24.7,50.6,36.2
42,Pennsylvania State University - University Park,32,32.7,13.5,0,44.9,37.7,58,23.8
42,"University of California, Davis",32,32.7,0,0,47.4,33.3,63.3,30.1
44,"University of California, Irvine",34,32.6,0,29.4,35.3,28.9,49,32.4
45,Pierre and Marie  Curie University - Paris 6,1,32.4,34.4,23.5,23.1,24.9,52.9,32.5
46,"Rutgers, The State University of New Jersey - New Brunswick",35,32.3,14.8,20,38.5,32.7,46.5,24.6
47,University of Southern California,36,32,0,26.8,37.7,24.1,54,26.6
48,Karolinska Institute,1,31.9,29.6,27.3,33.5,18,48.7,25.6
48,University of Pittsburgh,37,31.9,24.2,0,40,24,65,28.6
50,The University of Manchester,5,31.7,26.4,18.9,24.3,24.9,58.7,28.7
51,University of Munich,1,31.5,35.8,22.9,15.4,28,52.9,32.2
52,The University of Edinburgh,6,31.4,21.8,16.7,25.5,35.4,49.3,30.3
53,University of Florida,38,31,21.8,0,36.1,25.1,65.6,26.7
54,Technical University Munich,2,30.8,41.5,23.6,24.3,19.5,46.2,30.7
54,The Australian National University,1,30.8,17.1,12.6,37.7,30.1,44.4,32.8
56,Carnegie Mellon University,39,30.5,33.7,32.8,32.6,12.7,37.5,31.8
56,University of Copenhagen,1,30.5,29.6,24.2,23.1,24.8,46.4,30
58,University of Zurich,2,30.4,12.1,26.8,21.8,29.7,47.9,31.4
59,University of North Carolina at Chapel Hill,40,30.3,12.1,0,37.7,29.3,60.3,27.9
60,The Hebrew University of Jerusalem,1,30,32,20,25.5,25.2,44.7,29.5
61,Osaka University,3,29.6,12.1,0,25.5,30.7,67,29.9
62,McGill University,3,29.5,27.7,0,30.8,22.4,59.7,33.5
62,University of Bristol,7,29.5,10.5,17.9,29.8,26.3,47.8,33.2
64,University of Paris Sud (Paris 11),2,29.4,32,33.5,13.3,20.8,44.7,29.7
65,Uppsala University,2,29.3,25,32.2,13.3,24.6,49.3,21.5
66,The Ohio State University - Columbus,41,29,17.1,0,40.7,20.6,61.3,19.7
66,University of Heidelberg,3,29,19.1,27.2,18.8,21.5,49.5,29.5
68,University of Oslo,1,28.6,25,33.4,18.8,17.7,42.7,28.5
69,The University of Sheffield,8,28.5,22.6,14.1,23.1,29.2,45.8,30.2
70,Case Western Reserve University,42,27.9,39.2,11.5,21.8,22,43.9,33.6
70,Moscow State University,1,27.9,49.5,34.2,0,5.6,54.3,33.4
72,Leiden University,2,27.8,24.2,15.5,28.8,18.9,46,28.5
73,Purdue University - West Lafayette,43,27.7,18.2,16.7,27.7,20.7,50.6,19.9
74,University of Helsinki,1,27.6,18.2,17.9,20.4,19.2,53.4,29.2
74,University of Rochester,44,27.6,32,8.9,26.6,21.6,43.3,35.6
76,Tohoku University,4,27.2,18.2,0,20.4,22.6,65.9,29.2
76,University of Arizona,45,27.2,0,0,28.8,36.7,54,25.6
78,University of Melbourne,2,26.7,14.8,14.1,23.1,18.1,54.8,25.2
79,University of Nottingham,9,26.2,14.8,20,23.1,18.3,45,27.6
80,Michigan State University,46,26.1,12.1,0,37.7,22.7,51.2,18.6
81,Boston University,47,25.9,14.8,0,31.7,26.7,51.6,17.8
81,University of Basel,3,25.9,25,17.1,20.4,22.4,36.2,35.4
83,King's College London,10,25.8,16,23.1,20.4,16.7,43.9,26.7
84,Stockholm University,3,25.6,28.4,29.6,15.4,18.5,36.9,19.7
85,Brown University,48,25.4,0,13.6,28.8,26.7,40.5,28.4
85,University of Goettingen,4,25.4,37.3,20,15.4,15.9,40.8,26
87,Rice University,49,25.3,21,21.9,23.1,22,30.4,30.4
88,Texas A&M University - College Station,50,25.1,0,0,31.7,24.4,55.7,20.8
89,Tokyo Institute of Technology,5,25,16,0,23.1,23.3,51.2,32.5
90,Lund University,4,24.7,28.4,0,24.3,20.2,52.2,18.8
90,McMaster University,4,24.7,16,18.9,21.8,14.2,44.6,25.6
90,University of Birmingham,11,24.7,24.2,10.9,21.8,15.2,46.6,27.6
93,University of Freiburg,5,24.6,24.2,20.9,17.2,18.4,38.8,24.4
94,University of Utah,51,24.5,0,0,30.8,28.6,47.1,25.3
95,University of Iowa,52,24.3,0,0,33.5,22.4,51.6,21.8
96,University of Strasbourg,3,24.2,28.4,22.5,18.8,16.7,33.6,23.6
97,Indiana University Bloomington,53,24.1,13.5,17.9,24.3,18.9,40.7,17.8
98,Nagoya University,6,24,0,14.1,15.4,21.6,52.9,25.8
99,Ecole Normale Superieure - Paris,4,23.6,46.1,24.5,13.3,14.8,27.3,24.1
100,Arizona State University - Tempe,54,23.5,0,14.1,21.8,27,42.6,18.1
100,University of Roma - La Sapienza,1,23.5,16,15.5,10.9,19.4,53.3,14.8
102-150,Aarhus University,2,,14.8,18.9,7.7,23.8,42.7,24.6
102-150,Baylor College of Medicine,55-69,,0,0,17.2,33.4,44.6,26.6
102-150,Catholic University of Leuven,01-Apr,,0,0,21.8,14.1,50.5,24.3
102-150,Catholic University of Louvain,01-Apr,,13.5,13.6,15.4,11.6,44.6,27.9
102-150,Dartmouth College,55-69,,23.4,0,21.8,21.4,32.5,29.4
102-150,Emory University,55-69,,0,0,27.7,18.7,49.1,22
102-150,Georgia Institute of Technology,55-69,,16,0,23.1,21.8,45.5,27.2
102-150,Ghent University,01-Apr,,8.6,15.5,15.4,6.7,50.8,28.3
102-150,Hokkaido University,07-Sep,,0,0,15.4,15.4,54.3,22.2
102-150,Kyushu University,07-Sep,,0,0,13.3,18.4,55,22.3
102-150,Mayo Medical School,55-69,,0,0,26.6,9.2,52.8,27.3
102-150,National University of Singapore,1,,0,0,15.4,13.7,57.1,27.7
102-150,North Carolina State University - Raleigh,55-69,,0,0,28.8,18.9,45,19.5
102-150,Oregon State University,55-69,,14.8,0,27.7,25.6,36.8,28.4
102-150,Swiss Federal Institute of Technology of Lausanne,04-May,,0,0,17.2,18.1,40.7,40.7
102-150,Technion-Israel Institute of Technology,02-Apr,,18.2,23.1,13.3,14,41,23.9
102-150,Tel Aviv University,02-Apr,,0,0,25.5,18.9,52.3,27.9
102-150,The University of Georgia,55-69,,0,0,27.7,21,46.1,18.6
102-150,The University of Glasgow,Dec-15,,12.1,0,20.4,17.8,43.6,23.4
102-150,The University of Queensland,03-May,,16,0,7.7,18.8,52.5,24.6
102-150,The University of Western Australia,03-May,,17.1,14.1,20.4,13.1,40.4,27.1
102-150,Tufts University,55-69,,18.2,16.7,20.4,16.4,37.8,25.1
102-150,University Libre Bruxelles,01-Apr,,21,18.9,7.7,14.6,33,26.8
102-150,University of Alberta,5,,14.8,0,17.2,17,56.1,28.3
102-150,University of Amsterdam,03-Jul,,8.6,0,18.8,23.4,50.4,23.7
102-150,University of Bonn,06-Nov,,19.1,20,15.4,12.7,43.5,24.4
102-150,"University of California, Riverside",55-69,,16,0,27.7,25.3,36.5,27.8
102-150,"University of California, Santa Cruz",55-69,,0,0,27.7,29.2,29.5,29.2
102-150,University of Frankfurt,06-Nov,,35.3,8.9,17.2,14.1,38.6,23.6
102-150,University of Geneva,04-May,,28.4,0,20.4,22.7,34.6,23.7
102-150,University of Groningen,03-Jul,,0,20,13.3,18.7,45.6,20.9
102-150,University of Hamburg,06-Nov,,16,0,17.2,19.8,41.2,22.8
102-150,University of Hawaii at Manoa,55-69,,0,0,26.6,29.7,36.6,22.3
102-150,University of Illinois at Chicago,55-69,,0,0,26.6,15.9,47.5,21.5
102-150,University of Leeds,Dec-15,,21.8,0,10.9,23.7,43.8,23.9
102-150,University of Liverpool,Dec-15,,22.6,15.5,13.3,18.5,41.2,28
102-150,University of Massachusetts Amherst,55-69,,17.1,0,33.5,23.4,36.9,23
102-150,University of Milan,02-Mar,,21.8,0,18.8,15.5,51.5,20.3
102-150,University of Muenster,06-Nov,,24.2,15.5,13.3,13.2,39,22.3
102-150,University of Paris Diderot (Paris 7),5,,17.5,13.8,10.9,17.9,35.1,20.5
102-150,University of Pisa,02-Mar,,18.2,23.6,13.3,7.5,40.5,18.7
102-150,University of Sao Paulo,1,,0,0,10.9,11.5,64.2,30.2
102-150,University of Sussex,Dec-15,,0,22.8,18.8,15.6,28.6,31.4
102-150,University of Sydney,03-May,,19.1,0,18.8,16.9,55.7,25.7
102-150,University of Tsukuba,07-Sep,,0,20,13.3,10.8,41.9,21
102-150,University of Tuebingen,06-Nov,,28.4,0,15.4,21.5,44.4,25.2
102-150,University of Virginia,55-69,,0,0,29.8,22.9,47.9,24.4
102-150,University of Wuerzburg,06-Nov,,24.2,8.9,23.1,15.5,38,23.2
102-150,Weizmann Institute of Science,02-Apr,,0,0,25.5,32,32.3,23.7
151-200,Cardiff University,16-22,,0,0,13.3,17.6,42,22.9
151-200,Colorado State University,70-87,,0,0,26.6,15.9,39.3,22.7
151-200,Delft University of Technology,03-Jul,,14.8,0,7.7,21.4,38,16.7
151-200,Florida State University,70-87,,0,0,21.8,18.5,37.9,18.8
151-200,Iowa State University,70-87,,0,0,24.3,11.4,44.7,18.5
151-200,Joseph Fourier University (Grenoble 1),6,,0,15.5,10.9,14.2,33.2,18.6
151-200,National Autonomous University of Mexico,1,,16,0,7.7,16.5,49.1,24.4
151-200,National Taiwan University,1,,14.8,0,7.7,7.4,55.5,16.7
151-200,Newcastle University,16-22,,0,0,10.9,19,39.2,23.5
151-200,Oregon Health and Science University,70-87,,0,0,20.4,22.2,35.8,21.3
151-200,Queen's University,06-Aug,,0,0,18.8,16.5,36.6,20.2
151-200,Seoul National University,1,,0,0,7.7,14.3,64.2,19.4
151-200,State University of New York at Stony Brook,70-87,,0,0,17.2,29.3,39.5,20
151-200,Technical University of Denmark,3,,8.6,12.6,17.2,12,31,18.2
151-200,The University of Alabama at Birmingham,70-87,,0,0,15.4,10.2,43.8,22.8
151-200,The University of Calgary,06-Aug,,0,0,10.9,15.5,45.5,22.5
151-200,The University of Connecticut - Storrs,70-87,,14.8,0,17.2,13,37.8,20
151-200,The University of Hong Kong,1,,0,0,13.3,12.1,46.5,22.3
151-200,The University of Texas Health Science Center at Houston,70-87,,0,15.5,17.2,18.7,30.1,19.3
151-200,The University of Texas M. D. Anderson Cancer Center,70-87,,0,0,23.1,12.9,41,22.2
151-200,Tsinghua University,1,,13.5,0,0,10.9,60.1,20.4
151-200,University of Barcelona,1,,0,0,10.9,13.1,46.7,22.6
151-200,University of Bern,6,,16,0,10.9,23.4,37.8,28.3
151-200,University of Buenos Aires,1,,21,25.3,0,9.2,36.2,21.6
151-200,University of Cincinnati,70-87,,0,0,24.3,12.4,44.6,20.8
151-200,University of Delaware,70-87,,13.5,0,20.4,14.7,35.3,17.6
151-200,University of Durham,16-22,,0,0,18.8,18.8,33.1,30.5
151-200,University of East Anglia,16-22,,17.1,0,17.2,21.1,25.8,30.2
151-200,University of Florence,04-Jun,,0,0,17.2,15.8,39.7,16.2
151-200,University of Kiel,Dec-15,,14.8,15.5,10.9,13.4,33,19
